"","AI_trustworthy_chr","task_difficulty_chr","AI_help_count","Feedback","StartDate","Duration (in seconds)","Finished","ResponseId","PROLIFIC_PID","mTurkCode","year_born","gender_chr","education_chr","Group","Consent1_chr","Consent2_chr","Attn_check1_chr","Attn_check2_chr","sea_slug_resp","swimming_trunks_resp","megalith_resp","brown_bear_resp","nails_resp","chickpea_resp","goblet_resp","monitor_resp","spider_monkey_resp","gazania_resp","marimba_resp","football_helmet_resp","madagascar_cat_resp","shrimp_resp","mite_resp","nightsnake_resp","basenji_resp","vacuum_resp","cherry_resp","ruffed_grouse_resp","metronome_resp","envelope_resp","logwood_resp","fragrant_orchid_resp","howler_monkey_resp","sea_slug_conf","swimming_trunks_conf","megalith_conf","brown_bear_conf","nails_conf","chickpea_conf","goblet_conf","monitor_conf","spider_monkey_conf","gazania_conf","marimba_conf","football_helmet_conf","madagascar_cat_conf","shrimp_conf","mite_conf","nightsnake_conf","basenji_conf","vacuum_conf","cherry_conf","ruffed_grouse_conf","metronome_conf","envelope_conf","logwood_conf","fragrant_orchid_conf","sea_slug_time","swimming_trunks_time","megalith_time","brown_bear_time","nails_time","chickpea_time","goblet_time","monitor_time","spider_monkey_time","gazania_time","marimba_time","football_helmet_time","madagascar_cat_time","shrimp_time","mite_time","nightsnake_time","basenji_time","vacuum_time","cherry_time","ruffed_grouse_time","metronome_time","envelope_time","logwood_time","fragrant_orchid_time","age","college","male_num","AI_trustworthy_in_num","Task_difficulty_in_num","AI_help_percent","One_AI_bar","One_AI_nobar","Five_AI_bar","Five_AI_nobar","Five_AI_ABC","Control","AI","One_AI","Five_AI","bar","nobar","sea_slug","swimming_trunks","megalith","brown_bear","nail","chickpea","goblet","monitor","spider_monkey","gazania","marimba","football_helmet","madagascar_cat","shrimp","mite","night_snake","basenji","vacuum","cherry","ruffed_grouse","metronome","envelope","logwood","fragrant_orchid","howler_monkey","attn_check1_num","attn_check2_num","attn_check3_num","attn_check_sum","attn_check","avg_conf","avg_time_spent_per_Q","sea_slug_exact_match","swimming_trunks_exact_match","megalith_exact_match","brown_bear_exact_match","nail_exact_match","chickpea_exact_match","goblet_exact_match","monitor_exact_match","spider_monkey_exact_match","gazania_exact_match","marimba_exact_match","football_helmet_exact_match","madagascar_cat_exact_match","shrimp_exact_match","mite_exact_match","night_snake_exact_match","basenji_exact_match","vacuum_exact_match","cherry_exact_match","ruffed_grouse_exact_match","metronome_exact_match","envelope_exact_match","logwood_exact_match","fragrant_orchid_exact_match","sea_slug_synonym","swimming_trunks_synonym","megalith_synonym","brown_bear_synonym","nail_synonym","chickpea_synonym","goblet_synonym","monitor_synonym","spider_monkey_synonym","gazania_synonym","marimba_synonym","football_helmet_synonym","madagascar_cat_synonym","shrimp_synonym","mite_synonym","night_snake_synonym","basenji_synonym","vacuum_synonym","cherry_synonym","ruffed_grouse_synonym","metronome_synonym","envelope_synonym","logwood_synonym","fragrant_orchid_synonym","sea_slug_present","swimming_trunks_present","megalith_present","brown_bear_present","nail_present","chickpea_present","goblet_present","monitor_present","spider_monkey_present","gazania_present","marimba_present","football_helmet_present","madagascar_cat_present","shrimp_present","mite_present","night_snake_present","basenji_present","vacuum_present","cherry_present","ruffed_grouse_present","metronome_present","envelope_present","logwood_present","fragrant_orchid_present","sea_slug_category","swimming_trunks_category","megalith_category","brown_bear_category","nail_category","chickpea_category","goblet_category","monitor_category","spider_monkey_category","gazania_category","marimba_category","football_helmet_category","madagascar_cat_category","shrimp_category","mite_category","night_snake_category","basenji_category","vacuum_category","cherry_category","ruffed_grouse_category","metronome_category","envelope_category","logwood_category","fragrant_orchid_category","exact_match_answers_sum","synonym_answers_sum","present_answers_sum","category_answers_sum","exact_match_answers_as_percent","synonym_answers_as_percent","present_answers_as_percent","category_answers_as_percent"
"72","Somewhat untrustworthy","Somewhat difficult",5,NA,2020-05-12 13:06:58,"1029","True","R_0TzZew68Tz5NAjv","5cb6039593342300017a71bd","801855",NA,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","hawaiian board shorts and legs","megalith","two brown bears","four nails","chickpea salad","vivid blue goblet","desktop computer monitor","howler monkey","gazania","glockenspiel","silver football helmet","ring-tailed lemur","battered shrimp","red mite","hognose snake","basenji","handblower","dalmatian with cherries","partridge","metronome","chest of draws","3 man tent","coelgyne","howler monkey",0.8,1,0.8,1,1,0.6,1,1,0.4,0.8,1,0.8,1,1,0.6,0,0.8,0.2,1,0.4,1,0.2,0.8,0.2,22.099,24.401,57.787,12.051,16.339,22.01,21.181,29.508,14.154,57.939,38.323,28.954,67.039,36.657,30.878,24.586,40.408,29.402,66.661,64.312,52.012,36.117,32.851,68.683,NA,1,0,2,4,0.2,0,0,1,0,0,0,1,0,1,1,0,"correct",NA,"correct","correct","correct","correct","correct","correct","wrong","correct","category","correct","synonym","correct","correct","wrong","correct","wrong","correct","wrong","correct","wrong","present","synonym","correct",1,1,1,3,1,0.725,37.2646666666667,1,NA,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,NA,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,NA,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,14,16,17,18,0.583333333333333,0.666666666666667,0.708333333333333,0.75
"73",NA,"Extremely easy",NA,NA,2020-05-12 13:18:22,"359","True","R_u7CzrDsSU4zwOoF","5d36a0249be5aa00191d56eb","538520",1992,"Male","Doctorate","Control","Yes","Yes","Howler Monkey","Be Specific","something in the ocean","shorts","a person and stones","a brown bear","a nail","cauliflower","a wrapper or vase","an old computer","a monkey on a log","a sunflower","i have no idea","a signed cowboys helmet","a koala","shrimp and pasta","a spider or insect","a snake","a dog","a groomer or charger of some kind","a dalmatian and cherries","a type of bird","a metranome","arts and crafts","a campground","a type of flower","an animal in a tree, cant see what",0.2,0.8,0.4,0.8,1,0.4,0.2,1,0.6,0.6,0,1,0.6,0.8,0.6,0.6,0.6,0.4,0.8,0.4,0.4,0.2,0.6,0.2,15.099,11.612,7.036,5.579,4.441,7.482,7.164,5.912,5.196,5.992,8.396,7.085,9.574,6.659,10.528,5.677,6.3,12.872,12.007,6.311,27.711,8.457,11.109,7.933,28,1,1,NA,1,NA,0,0,0,0,0,1,0,0,0,0,0,"category","category",NA,"correct","correct","wrong","category","synonym","category","synonym",NA,"correct","wrong","correct","wrong","category","category","wrong","correct","category",NA,"present",NA,"present","wrong",1,1,0,2,0,0.55,9.0055,0,0,NA,1,1,0,0,0,0,0,NA,1,0,1,0,0,0,0,1,0,NA,0,NA,0,0,0,NA,1,1,0,0,1,0,1,NA,1,0,1,0,0,0,0,1,0,NA,0,NA,0,0,0,NA,1,1,0,0,1,0,1,NA,1,0,1,0,0,0,0,1,0,NA,1,NA,1,1,1,NA,1,1,0,1,1,1,1,NA,1,0,1,0,1,1,0,1,1,NA,1,NA,1,5,7,9,16,0.208333333333333,0.291666666666667,0.375,0.666666666666667
"74","Somewhat untrustworthy","Somewhat easy",6,"I really enjoyed this!  I see the howler monkey was covered the 2nd time it was shown so maybe this could have been a trick question weather it was in the photo or not as it wasnt properly shown",2020-05-12 13:16:12,"505","True","R_2YiifNuikFBh0a6","5be4d563c2e8fb0001906edd","842531",1995,"Female","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chick pea","blue glass","computer screen","howler monkey","sunflower","thimble","signed helmet","lemur","salted chilli chicken","mite","hognose snake","dog","keyboard vaccume","dalmatian","bird","timer?","decorated envelope","tent","coelogyne","howler monkey",0.8,1,0.4,0.8,1,0.6,0.8,1,1,0.6,0.2,1,1,0.2,0.2,0.8,1,0.2,1,0.2,0.2,0.6,1,0.4,5.837,12.4,12.718,9.282,6.456,6.663,12.472,13.416,7.483,8.232,13,20.682,5.694,22.611,7.816,11.651,5.568,22.559,7.713,20.797,17.738,12.114,6.333,9.898,25,0,0,2,2,0.24,0,1,0,0,0,0,1,1,0,0,1,"correct","correct","correct","correct","correct","correct","category","synonym","wrong","synonym","category","present","synonym","wrong","correct","wrong","category","correct","present","category","wrong","correct","present","synonym","correct",1,1,1,3,1,0.666666666666667,11.6305416666667,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,9,13,16,20,0.375,0.541666666666667,0.666666666666667,0.833333333333333
"75","Somewhat trustworthy","Somewhat difficult",10,NA,2020-05-12 13:18:33,"438","True","R_1riGnS45gDs2eYz","5d53e9a1aecfbe0019b0e657","255324",1989,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","legs","standing stones","brown bear","nails","mixed bean salad","glass goblet","computer monitor","howler monkey","gazania","knitting needles","football helmet","lemur","cooked shrimp","mite","hognose snake","basenji","electric brush","dalmatian","patridge","metronome","snowflakes","camping tents","coelogyne","howler monkey",0.8,0.4,0.4,1,0.8,0.6,0.8,1,0.6,0.6,0.2,0.6,0.8,0.8,0.2,0.2,0.6,0.2,0.8,0.6,0.8,0.4,0.6,0.2,6.834,15.832,11.273,7.581,6.26,14.125,17.455,13.255,13.288,6.949,20.883,12.454,7.501,12.839,9.586,10.665,8.245,31.83,8.267,7.15,25.516,16.555,14.673,10.686,31,1,0,4,4,0.4,1,0,0,0,0,0,1,1,0,1,0,"correct","present","category","correct","correct","category","correct","correct","wrong","correct","wrong","correct","synonym","correct","correct","wrong","correct","wrong","present","wrong","correct","category","present","synonym","correct",1,1,1,3,1,0.583333333333333,12.90425,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,11,13,16,19,0.458333333333333,0.541666666666667,0.666666666666667,0.791666666666667
"76","Somewhat trustworthy","Somewhat difficult",15,NA,2020-05-12 13:20:02,"391","True","R_123z9DXRjsN3T1D","5e5d51c90d4caa0470e11361","797570",1993,"Female","4 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chick pea","gablet","desktop computer","spider monkey","sunflower","sticks","football helmet","lemur","shrimp","mite","horned viper","basenji","hand bower","dalmatian","partridge","metranome","envelope","tent","phaius","howler monkey",0.8,1,0.4,1,0.8,0.6,0.8,1,1,1,0.2,1,0.2,1,0.4,0.8,0.6,0.4,1,0.8,1,0.4,1,0,7.888,14.401,18.06,8.312,4.84,9.862,9.158,8.94,6.939,7.084,17.447,9.73,8.301,8.843,7.776,17.435,9.601,21.601,8.897,13.286,18.726,8.32,5.433,17.828,27,1,0,4,4,0.6,0,0,0,0,1,0,1,0,1,0,1,"correct","correct","correct","correct","correct","correct","correct","synonym","correct","synonym","category","correct","synonym","correct","correct","wrong","correct","wrong","present","wrong","correct","correct","present","wrong","correct",1,1,1,3,1,0.716666666666667,11.1961666666667,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,14,17,19,20,0.583333333333333,0.708333333333333,0.791666666666667,0.833333333333333
"77","Somewhat trustworthy","Somewhat easy",18,NA,2020-05-12 13:19:32,"427","True","R_1mEObmhhwMYVSgb","55a9561afdf99b7cc59eac7b","858545",1976,"Female","4 year degree","5AI_nobar","Yes","Yes","Spider Monkey","With All Possible Options","sea cucumber","short pants","megalith","brown bear","nail","chickpea","goblet","desktop computer","spider monkey","sunflower","xylophone","football helmet","ring tailed monkey","shrimp","crab","logger head","corgi","small vaccum","dalmatian","ruffled grouse","metranome","envelope","tent","stanhopea","spider monkey",0.4,0.6,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0.6,0.4,1,1,0.2,1,0.8,1,0.2,10.517,11.02,9.054,6.075,6.009,6.384,8.464,8.817,23.308,7.7,24.525,10.231,17.185,7.185,11.407,11.767,10.113,17.601,14.237,12.082,46.613,9.976,7.45,11.924,44,1,0,4,2,0.72,0,0,0,1,0,0,1,0,1,0,1,"synonym","category","correct","correct","correct","correct","correct","synonym","correct","synonym","category","correct","synonym","correct","wrong","wrong","wrong","correct","present","correct","correct","correct","present","wrong","wrong",0,0,0,0,0,0.833333333333333,12.9018333333333,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,12,16,18,20,0.5,0.666666666666667,0.75,0.833333333333333
"78","Somewhat untrustworthy","Somewhat easy",7,NA,2020-05-12 13:15:41,"669","True","R_eh5akP03wKvFFi9","5ad40bfea010190001b3751a","421825",1979,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpea","goblet","desktop computer","howler monkey","gazania","thimble","football helmet","spider monkey","shrimp","mite","night snake","basenji","flash memory","dalmation","partridge","cello","envelope","tent","dendrobrium","howler monkey",0.6,1,1,1,1,1,1,1,0.6,0.4,0,1,0,1,0.8,0.2,0.8,0,1,1,0,0.6,1,0.2,14.459,14.577,18.524,7.969,6.96,12.961,12.389,11.413,14.887,34.976,15.901,12.346,99.185,9.319,9.155,39.159,24.122,18.137,13.968,26.374,24.728,16.36,8.245,53.515,41,1,0,2,2,0.28,0,0,1,0,0,0,1,0,1,1,0,"correct","correct","correct","correct","correct","correct","correct","synonym","wrong","correct","category","correct","wrong","correct","correct","correct","correct","wrong","present","wrong","wrong","correct","present","synonym","correct",1,1,1,3,1,0.675,21.6512083333333,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,14,16,18,19,0.583333333333333,0.666666666666667,0.75,0.791666666666667
"79","Somewhat trustworthy","Somewhat difficult",9,"NONE",2020-05-12 13:15:46,"708","True","R_3GdnT1zfwoE95VS","596c8dce12209100018745de","786381",1971,"Female","2 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea cucumber","short pants","megalith","ice bear","nail","cauliflower","goblet","desktop computer","spider monkey","gazania","microphone","football helmet","squirrel monkey","king crab","mite","hognose snake","basenji","flash memory","dalmation","ruffed grouse","none of these","envelope","tent","coeloogyne","howler monkey",0.2,0.8,0,0.6,1,0.8,0.4,1,0.4,0.4,0,1,0,0.2,1,0,1,1,1,0.2,1,0.2,1,0,22.617,13.652,18.089,27.041,8.195,13.969,19.82,19.69,11.332,16.663,51.823,13.398,19.566,26.999,15.318,15.846,19.468,11.342,16.509,25.59,79.444,25.749,7.83,15.268,49,0,0,4,4,0.36,0,0,0,1,0,0,1,0,1,0,1,"synonym","category","correct","category","correct","wrong","correct","synonym","correct","correct","wrong","correct","category","wrong","correct","wrong","correct","wrong","present","correct","wrong","correct","present","synonym","correct",1,1,1,3,1,0.55,21.4674166666667,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,10,13,15,18,0.416666666666667,0.541666666666667,0.625,0.75
"80","Somewhat trustworthy","Somewhat difficult",23,NA,2020-05-12 13:14:48,"770","True","R_2DZFMyw4pbZWAvf","5588ee6ffdf99b304dd48297","155881",1987,"Female","2 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","cauliflower","goblet","desktop computer","spider monkey","sunflower","thimble","football helmet","howler monkey","shrimp","mite","hognose snake","boxer","flash memory","dalmation","pheasant","metronome","envelope","tent","cymbid","spider monkey",1,1,1,1,1,1,1,1,1,1,0.4,1,1,1,1,0.6,1,1,1,0.8,1,1,1,0.4,10.451,5.759,9.436,5.119,4.04,7.729,4.876,7.488,6.871,4.258,13.505,6.468,10.312,5.878,5.84,10.838,8.562,11.175,4.834,5.785,16.435,21.46,5.735,9,33,0,0,4,4,0.92,0,0,0,1,0,0,1,0,1,0,1,"correct","correct","correct","correct","correct","wrong","correct","synonym","correct","synonym","category","correct","wrong","correct","correct","wrong","wrong","wrong","present","wrong","correct","correct","present","wrong","wrong",1,1,0,2,0,0.925,8.41058333333333,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,12,14,16,17,0.5,0.583333333333333,0.666666666666667,0.708333333333333
"81","Somewhat untrustworthy","Somewhat difficult",13,NA,2020-05-12 13:16:59,"652","True","R_3CHsoGrvuHKIbuU","5ddc47d22c0dcd000b71fabf","51570",1986,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpea","goblet","desktop computer","howler monkey","gazania","thimble","crash helmet","squirrel monkey","shrimp","mite","hognose snake","basenji","flash memory","dalmatian","partridge","pencil sharpener","handkerchief","tent","coelogyne","howler monkey",1,1,0.8,1,1,1,1,1,1,0.8,0.8,1,0.8,1,1,0.6,1,1,1,0.8,0.6,0.4,1,0.2,51.135,12.929,13.665,10.08,36.82,14.992,11.041,42.093,12.317,25.5,12.695,27.141,19.854,13.378,13.415,15.963,15.344,14.822,20.525,12.052,22.193,40.59,22.08,24.182,34,1,0,2,4,0.52,0,0,1,0,0,0,1,0,1,1,0,"correct","correct","correct","correct","correct","correct","correct","synonym","wrong","correct","category","wrong","category","correct","correct","wrong","correct","wrong","present","wrong","wrong","wrong","present","synonym","correct",1,1,1,3,1,0.866666666666667,21.0335833333333,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,11,13,15,17,0.458333333333333,0.541666666666667,0.625,0.708333333333333
"82","Somewhat untrustworthy","Somewhat difficult",6,NA,2020-05-12 13:22:39,"357","True","R_R5m1jYJITeFIdJD","5e4270e39f838b0fa1e8294e","715088",1992,"Female","2 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bears","steel nails","chickpeas","goblet","computer monitor","howler monkey","sunflower","ball of twine","football helmet","ringtailed lemur","shrimp","mite","hognose snake","basenji dog","hairdryer","dalmation dog","partridge","cello","envelope","camping ground","coelogyne","howler monkey",0.4,1,1,1,0.4,1,0.4,0.6,0.2,0.2,0.2,1,1,0.2,0.2,0.6,0.2,0,1,0,0,0.2,0.6,0,8.117,7.462,11.731,7.9,11.874,7.281,8.064,9.033,7.101,9.941,9.866,13.539,13.155,5.929,7.686,9.45,8.748,9.289,7.774,14.516,10.351,11.276,12.025,11.082,28,0,0,2,4,0.24,0,1,0,0,0,0,1,1,0,0,1,"correct","correct","correct","correct","correct","correct","correct","correct","wrong","synonym","wrong","correct","synonym","correct","correct","wrong","correct","wrong","present","wrong","wrong","correct","present","synonym","correct",1,1,1,3,1,0.475,9.71625,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,13,16,18,18,0.541666666666667,0.666666666666667,0.75,0.75
"83","Somewhat untrustworthy","Somewhat difficult",6,NA,2020-05-12 13:11:38,"1021","True","R_2xDA7iwV6ZuF09t","59410616048d06000182fde7","332047",1989,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific","a sea slug","swimming shorts","??","brown bears","nails","chickpea salad","a blue goblet","a computer monitor","a howler monkey","a sunflower","string","american football halmet","a ring-tailed lemur","prawns","paper","hognose snake","a dog posing","??","cherries","a partridge","heart beat","a card","tents","flowers","howler monkey",0.2,0.2,0,0.2,0.6,0,0.6,1,0.4,0.4,0.4,0.8,0.4,0.6,0,0,0,0,0.2,0.2,0,0,0.6,0,113.201,12.301,11.668,15.803,30.302,17.952,22.701,12.774,16.502,12.534,14.993,24.501,62.461,9.201,14.45,22.474,34.434,17.998,11.195,21.801,101.981,18.241,9.303,12.8,31,1,0,2,4,0.24,0,1,0,0,0,0,1,1,0,0,1,"correct","correct","wrong","correct","correct","correct","correct","correct","wrong","synonym","wrong","correct","synonym","category","wrong","wrong","category","wrong","correct","wrong","present","category","present","category","correct",1,1,1,3,1,0.283333333333333,26.732125,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,9,11,13,17,0.375,0.458333333333333,0.541666666666667,0.708333333333333
"84","Somewhat trustworthy","Somewhat easy",15,NA,2020-05-12 13:23:31,"315","True","R_0O56LiFlLqmBIv7","5d8b8a43614b30001a632f69","530457",1996,"Female","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpea","goblet","monitor","howler monkey","gazania","thimble","football helmet","squirrel monkey","shrimp","mite","hognose snake","basenji","beard trimmer","dalmatian","partridge","metronome","handkerchief","yurt","coelogyne","howler monkey",0.8,0.8,0.8,1,0.6,0.8,1,1,0.6,0.8,1,0.8,0.6,1,0.2,0.6,0.6,0.4,1,0.8,1,0.8,0.6,0.8,4.549,10.291,9.215,3.926,9.13,7.921,5.114,10.166,12.713,9.406,5.246,14.367,9.79,3.686,4.459,7.053,5.544,20.791,5.976,13.333,7.272,12.913,10.957,11.777,24,0,0,4,2,0.6,1,0,0,0,0,0,1,1,0,1,0,"correct","correct","correct","correct","correct","correct","correct","correct","wrong","correct","category","correct","category","correct","correct","wrong","correct","wrong","present","wrong","correct","wrong","wrong","synonym","correct",1,1,1,3,1,0.766666666666667,8.983125,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,14,15,16,18,0.583333333333333,0.625,0.666666666666667,0.75
"85","Somewhat untrustworthy","Somewhat easy",3,NA,2020-05-12 13:21:25,"467","True","R_eRMeXOVQCyCoyoV","5c8c24031bb19f00019d4eb2","315137",1995,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Generic","sea slug","patterned shorts","megaliths","a brown bear","four nails","chickpea salad","blue glass goblet","old computer","a howler monkey","yellow flower","a ball of yarn","signed football helmet","a ring-tailed lemur","deep fried shrimp","red bug","snake","dog","handheld hoover/vacuum","cherries and a dalmatian dog","a partridge bird","metronome","christmas decorations (snowflakes and angels)","tents in a campsite","a flowering plant","howler money",1,0.8,1,1,1,1,1,1,1,0.8,0.8,0.8,1,0.8,0.4,1,1,0.8,0.8,0.8,1,1,1,0.6,7.632,11.494,9.055,9.882,7.82,12.653,15.768,6.092,8.513,8.16,12.975,18.655,11.862,9.04,11.804,7.291,5.137,34.792,15.081,7.715,41.248,20.975,10.143,12.194,25,1,0,2,2,0.12,1,0,0,0,0,0,1,1,0,1,0,"correct","category","correct","correct","correct","correct","correct","synonym","wrong","present","wrong","correct","synonym","correct","category","category","category","correct","correct","wrong","correct","category","present","present","correct",1,0,1,2,0,0.891666666666667,13.165875,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,11,13,16,21,0.458333333333333,0.541666666666667,0.666666666666667,0.875
"86",NA,"Somewhat difficult",NA,NA,2020-05-12 13:23:49,"337","True","R_r1lNqy7LBQXQHyV","5e98783a79b15a093568ddda","546952",1988,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific","marine creature","man's legs","a character from the tv show outlander near a rock formation","two bears","four nails","chickpea salad","a decorative wine goblet","a crt computer monitor","howler monkey","sunflower","two balls of twine on sticks","an autographed dallas stars helmet","a ringtailed lemur","shrimp dish","a red insect","a snake","a basenji dog","electronic keyboard vaccuum","a dalmation standing behind a bowl of cherries","a bird","a metronome inside of a heart","paper art snowflakes and angels","two tents in a yard","flowers","howler monkey",0,0.8,0.6,1,1,0.8,0.8,0.8,0.6,1,0,1,0.8,1,1,1,1,0.2,1,0.4,1,0.8,1,1,13.224,8.711,22.177,5.377,7.386,11.35,8.996,18.989,8.002,5.926,16.937,10.335,5.967,10.456,7.569,4.643,8.599,27.174,12.062,4.491,11.27,13.307,8.772,6.655,32,1,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,"category","present","category","correct","correct","correct","correct","correct","wrong","synonym","wrong","correct","synonym","correct","category","category","correct","correct","correct","category","correct",NA,"present","category","correct",1,1,1,3,1,0.775,10.765625,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,NA,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,NA,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,NA,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,1,11,13,15,21,0.458333333333333,0.541666666666667,0.625,0.875
