"","AI_trustworthy_chr","task_difficulty_chr","AI_help_count","Feedback","StartDate","Duration (in seconds)","Finished","ResponseId","PROLIFIC_PID","mTurkCode","year_born","gender_chr","education_chr","Group","Consent1_chr","Consent2_chr","Attn_check1_chr","Attn_check2_chr","age","college","male_num","AI_trustworthy_in_num","Task_difficulty_in_num","AI_help_percent","One_AI_bar","One_AI_nobar","Five_AI_bar","Five_AI_nobar","Five_AI_ABC","Control","AI","One_AI","Five_AI","bar","nobar","attn_check1_num","attn_check2_num","attn_check3_num","attn_check_sum","attn_check","avg_conf","avg_time_spent_per_Q","exact_match_answers_sum","synonym_answers_sum","present_answers_sum","category_answers_sum","response","image","conf_resp","time_taken","image_accuracy","exact_match","synonym","present","category","values","ind"
"55","Somewhat trustworthy","Somewhat difficult",16,"It was very hard to see images. It would have been better with enlargable images. Also it was hard to know which subject when there were two main subjects of the image ie. ""damations and cherries"". And it alsoassumed you knew quite indepth information about botony, marine biology, and zoology. If not, it's guesswork from Google based on the AI suggestion/promts.",2020-05-08 14:28:44,"1802","True","R_1OIHL3n58UUciiZ","5eaf8ea0fef06e6937ec4801","327",1992,"Female","Some college","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",28,0,0,4,4,0.64,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.808333333333333,49.35075,13,15,17,21,"sea slug","sea_slug_resp",0.4,132.866,"correct",1,1,1,1,1,"sea_slug_category"
"56","Somewhat untrustworthy","Somewhat easy",5,NA,2020-05-08 14:39:11,"1287","True","R_vw33z9AXOUgvTPP","5b43619047745e0001e25eba","138986",1984,"Female","Some college","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",36,0,0,2,2,0.2,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.875,41.8971666666667,10,12,14,17,"sea slug","sea_slug_resp",1,313.063,"correct",1,1,1,1,1,"sea_slug_category"
"57","Somewhat trustworthy","Somewhat easy",12,NA,2020-05-08 14:36:19,"1482","True","R_1ImlgbhQQ43NDxa","5b214c5bb0bc070001e84fdf","948720",1995,"Female","High School","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",25,0,0,4,2,0.48,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.758333333333333,55.7422916666667,12,14,16,17,"sea slug","sea_slug_resp",0.4,112.274,"correct",1,1,1,1,1,"sea_slug_category"
"58","Somewhat trustworthy","Somewhat difficult",12,NA,2020-05-08 14:30:13,"2806","True","R_3eqXJjjbulL6Pwf","5e485d34da7b942fc3606d64","785835",1994,"Male","4 year degree","5AI_nobar","Yes","Yes","Spider Monkey","Be Specific",26,1,1,4,4,0.48,0,0,0,1,0,0,1,0,1,0,1,0,1,1,2,0,0.866666666666667,103.387291666667,14,16,18,18,"sea slug","sea_slug_resp",0.8,6.335,"correct",1,1,1,1,1,"sea_slug_category"
"59","Somewhat untrustworthy","Somewhat easy",11,NA,2020-05-08 14:36:04,"2548","True","R_3Msd5fNMk7bdFHk","5e9e0249533d5e18e76964a3","241161",1967,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Generic",53,1,0,2,2,0.44,0,1,0,0,0,0,1,1,0,0,1,1,0,1,2,0,0.833333333333333,82.9721666666667,6,10,13,17,"sea slug","sea_slug_resp",0.8,112.104,"correct",1,1,1,1,1,"sea_slug_category"
"60","Somewhat trustworthy","Somewhat difficult",10,NA,2020-05-12 13:05:04,"338","True","R_1jqCZSyTWy2vsLT","5d002470f4534000181d5e09","123352",2000,"Male","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",20,0,1,4,4,0.4,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.416666666666667,10.1969583333333,13,14,16,17,"sea slug","sea_slug_resp",0.4,6.201,"correct",1,1,1,1,1,"sea_slug_category"
"61",NA,"I don't know",NA,NA,2020-05-12 13:08:07,"438","True","R_3HSrdmySBLqPHdi","5c7eebf7acc5a600013d1f28","15768",1999,"Female","2 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",21,0,0,NA,3,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.65,13.80075,6,11,14,19,"coral","sea_slug_resp",0.6,6.949,"synonym",0,0,1,1,1,"sea_slug_category"
"62","Somewhat trustworthy","Somewhat easy",20,NA,2020-05-12 13:07:02,"640","True","R_1nOdHZZlsSIAukE","5a836fc7b093f80001a7cc4b","567367",1998,"Male","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Detailed",22,0,1,4,2,0.8,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,0,0.791666666666667,20.7785833333333,9,12,14,18,"coral","sea_slug_resp",0.6,22.369,"synonym",0,0,1,1,1,"sea_slug_category"
"63","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:08:34,"566","True","R_3JmbiM3E5rGuhxn","5e75ff3a629b771650f94cac","303227",2000,"Female","Some college","5AI_bar","Yes","Yes","Spider Monkey","Be Specific",20,0,0,4,2,0.4,0,0,1,0,0,0,1,0,1,1,0,0,1,1,2,0,0.75,16.4839583333333,15,18,19,21,"sea slug","sea_slug_resp",1,6.771,"correct",1,1,1,1,1,"sea_slug_category"
"64","Somewhat trustworthy","Somewhat difficult",11,NA,2020-05-12 13:08:29,"645","True","R_2iedt3xa5zFNFg5","5ca1164690279a001673e91c","250774",1990,"Female","4 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",30,1,0,4,4,0.44,0,0,0,0,1,0,1,0,1,0,1,1,1,0,2,0,0.758333333333333,20.1235416666667,10,13,15,18,"coral reef","sea_slug_resp",0.8,7.831,"category",0,0,0,0,1,"sea_slug_category"
"65",NA,"Extremely difficult",NA,NA,2020-05-12 13:12:15,"484","True","R_1eQ7oS6XLpCLpHY","5e383d12e8f2120471000bcf","412006",1986,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",34,1,0,NA,5,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0.55,16.630125,7,8,10,21,"sea coral","sea_slug_resp",0.4,8.601,"category",0,0,0,0,1,"sea_slug_category"
"66","Somewhat trustworthy","Somewhat difficult",7,NA,2020-05-12 13:07:37,"769","True","R_AvThEDLHJm0heEh","5eb9d1f3613bbd1044f45dfb","431451",1985,"Female","Doctorate","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",35,1,0,4,4,0.28,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.716666666666667,21.1659166666667,7,10,13,20,"coral reef","sea_slug_resp",0.6,15.707,"category",0,0,0,0,1,"sea_slug_category"
"67","Somewhat trustworthy","Somewhat difficult",13,NA,2020-05-12 13:16:24,"352","True","R_3qJAq4px414lqsI","5e7954f6f62c69504521a177","340731",2000,"Female","High School","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",20,0,0,4,4,0.52,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.8,9.422375,12,14,15,16,"sea slug","sea_slug_resp",1,8.438,"correct",1,1,1,1,1,"sea_slug_category"
"68","Somewhat untrustworthy","Somewhat difficult",10,NA,2020-05-12 13:12:35,"589","True","R_2YKSm2tL1Po7lEQ","5e8651c992ea75290a7eb1c0","131657",2001,"Male","High School","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",19,0,1,2,4,0.4,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.641666666666667,18.1996666666667,15,18,20,20,"sea slug","sea_slug_resp",0.2,7.463,"correct",1,1,1,1,1,"sea_slug_category"
"69","Somewhat trustworthy","Somewhat difficult",15,NA,2020-05-12 13:14:06,"497","True","R_3CPo5WVffWRFZVD","5b25d6ce7f781600014611dc","301043",2000,"Male","High School","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",20,0,1,4,4,0.6,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.725,15.9226666666667,12,14,16,18,"sea slug","sea_slug_resp",0.6,7.941,"correct",1,1,1,1,1,"sea_slug_category"
"70",NA,"Somewhat easy",NA,"Fun",2020-05-12 13:14:28,"504","True","R_1eE6kwkUv60dfbo","5e0f8eb324f93969954ef22f","393845",1995,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",25,1,0,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.858333333333333,17.415625,4,9,11,18,"an underwater creature","sea_slug_resp",0.8,33.735,"category",0,0,0,0,1,"sea_slug_category"
"71","Somewhat untrustworthy","Somewhat difficult",4,NA,2020-05-12 13:17:35,"379","True","R_2zIo7JP92nzMS3r","5d6c3ca659a832001917c72e","642545",1989,"Female","High School","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",31,0,0,2,4,0.16,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.625,10.9513333333333,6,9,11,15,"coral","sea_slug_resp",0.8,7.279,"synonym",0,0,1,1,1,"sea_slug_category"
"72","Somewhat untrustworthy","Somewhat difficult",5,NA,2020-05-12 13:06:58,"1029","True","R_0TzZew68Tz5NAjv","5cb6039593342300017a71bd","801855",NA,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",NA,1,0,2,4,0.2,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.725,37.2646666666667,14,16,17,18,"sea slug","sea_slug_resp",0.8,22.099,"correct",1,1,1,1,1,"sea_slug_category"
"73",NA,"Extremely easy",NA,NA,2020-05-12 13:18:22,"359","True","R_u7CzrDsSU4zwOoF","5d36a0249be5aa00191d56eb","538520",1992,"Male","Doctorate","Control","Yes","Yes","Howler Monkey","Be Specific",28,1,1,NA,1,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0.55,9.0055,5,7,9,16,"something in the ocean","sea_slug_resp",0.2,15.099,"category",0,0,0,0,1,"sea_slug_category"
"74","Somewhat untrustworthy","Somewhat easy",6,"I really enjoyed this!  I see the howler monkey was covered the 2nd time it was shown so maybe this could have been a trick question weather it was in the photo or not as it wasnt properly shown",2020-05-12 13:16:12,"505","True","R_2YiifNuikFBh0a6","5be4d563c2e8fb0001906edd","842531",1995,"Female","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",25,0,0,2,2,0.24,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.666666666666667,11.6305416666667,9,13,16,20,"sea slug","sea_slug_resp",0.8,5.837,"correct",1,1,1,1,1,"sea_slug_category"
"75","Somewhat trustworthy","Somewhat difficult",10,NA,2020-05-12 13:18:33,"438","True","R_1riGnS45gDs2eYz","5d53e9a1aecfbe0019b0e657","255324",1989,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",31,1,0,4,4,0.4,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.583333333333333,12.90425,11,13,16,19,"sea slug","sea_slug_resp",0.8,6.834,"correct",1,1,1,1,1,"sea_slug_category"
"76","Somewhat trustworthy","Somewhat difficult",15,NA,2020-05-12 13:20:02,"391","True","R_123z9DXRjsN3T1D","5e5d51c90d4caa0470e11361","797570",1993,"Female","4 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",27,1,0,4,4,0.6,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.716666666666667,11.1961666666667,14,17,19,20,"sea slug","sea_slug_resp",0.8,7.888,"correct",1,1,1,1,1,"sea_slug_category"
"77","Somewhat trustworthy","Somewhat easy",18,NA,2020-05-12 13:19:32,"427","True","R_1mEObmhhwMYVSgb","55a9561afdf99b7cc59eac7b","858545",1976,"Female","4 year degree","5AI_nobar","Yes","Yes","Spider Monkey","With All Possible Options",44,1,0,4,2,0.72,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0.833333333333333,12.9018333333333,12,16,18,20,"sea cucumber","sea_slug_resp",0.4,10.517,"synonym",0,0,1,1,1,"sea_slug_category"
"78","Somewhat untrustworthy","Somewhat easy",7,NA,2020-05-12 13:15:41,"669","True","R_eh5akP03wKvFFi9","5ad40bfea010190001b3751a","421825",1979,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",41,1,0,2,2,0.28,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.675,21.6512083333333,14,16,18,19,"sea slug","sea_slug_resp",0.6,14.459,"correct",1,1,1,1,1,"sea_slug_category"
"79","Somewhat trustworthy","Somewhat difficult",9,"NONE",2020-05-12 13:15:46,"708","True","R_3GdnT1zfwoE95VS","596c8dce12209100018745de","786381",1971,"Female","2 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",49,0,0,4,4,0.36,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.55,21.4674166666667,10,13,15,18,"sea cucumber","sea_slug_resp",0.2,22.617,"synonym",0,0,1,1,1,"sea_slug_category"
"80","Somewhat trustworthy","Somewhat difficult",23,NA,2020-05-12 13:14:48,"770","True","R_2DZFMyw4pbZWAvf","5588ee6ffdf99b304dd48297","155881",1987,"Female","2 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",33,0,0,4,4,0.92,0,0,0,1,0,0,1,0,1,0,1,1,1,0,2,0,0.925,8.41058333333333,12,14,16,17,"sea slug","sea_slug_resp",1,10.451,"correct",1,1,1,1,1,"sea_slug_category"
"81","Somewhat untrustworthy","Somewhat difficult",13,NA,2020-05-12 13:16:59,"652","True","R_3CHsoGrvuHKIbuU","5ddc47d22c0dcd000b71fabf","51570",1986,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",34,1,0,2,4,0.52,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.866666666666667,21.0335833333333,11,13,15,17,"sea slug","sea_slug_resp",1,51.135,"correct",1,1,1,1,1,"sea_slug_category"
"82","Somewhat untrustworthy","Somewhat difficult",6,NA,2020-05-12 13:22:39,"357","True","R_R5m1jYJITeFIdJD","5e4270e39f838b0fa1e8294e","715088",1992,"Female","2 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",28,0,0,2,4,0.24,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.475,9.71625,13,16,18,18,"sea slug","sea_slug_resp",0.4,8.117,"correct",1,1,1,1,1,"sea_slug_category"
"83","Somewhat untrustworthy","Somewhat difficult",6,NA,2020-05-12 13:11:38,"1021","True","R_2xDA7iwV6ZuF09t","59410616048d06000182fde7","332047",1989,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",31,1,0,2,4,0.24,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.283333333333333,26.732125,9,11,13,17,"a sea slug","sea_slug_resp",0.2,113.201,"correct",1,1,1,1,1,"sea_slug_category"
"84","Somewhat trustworthy","Somewhat easy",15,NA,2020-05-12 13:23:31,"315","True","R_0O56LiFlLqmBIv7","5d8b8a43614b30001a632f69","530457",1996,"Female","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",24,0,0,4,2,0.6,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.766666666666667,8.983125,14,15,16,18,"sea slug","sea_slug_resp",0.8,4.549,"correct",1,1,1,1,1,"sea_slug_category"
"85","Somewhat untrustworthy","Somewhat easy",3,NA,2020-05-12 13:21:25,"467","True","R_eRMeXOVQCyCoyoV","5c8c24031bb19f00019d4eb2","315137",1995,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Generic",25,1,0,2,2,0.12,1,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,0.891666666666667,13.165875,11,13,16,21,"sea slug","sea_slug_resp",1,7.632,"correct",1,1,1,1,1,"sea_slug_category"
"86",NA,"Somewhat difficult",NA,NA,2020-05-12 13:23:49,"337","True","R_r1lNqy7LBQXQHyV","5e98783a79b15a093568ddda","546952",1988,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",32,1,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.775,10.765625,11,13,15,21,"marine creature","sea_slug_resp",0,13.224,"category",0,0,0,0,1,"sea_slug_category"
"87","I don't know","Somewhat easy",7,NA,2020-05-12 13:21:17,"505","True","R_1OvFwEk587QFa0o","5e65230d61c43929c9777561","607133",1985,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",35,1,0,3,2,0.28,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.883333333333333,15.4750416666667,9,11,13,18,"coral","sea_slug_resp",1,10.635,"synonym",0,0,1,1,1,"sea_slug_category"
"88","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:23:07,"420","True","R_2q7CBvQNerNvMO2","5e39eb136099c1000c02bfac","230452",2001,"Male","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",19,0,1,4,2,0.4,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.591666666666667,12.2161666666667,11,15,17,18,"sea cucumber","sea_slug_resp",0.6,10.696,"synonym",0,0,1,1,1,"sea_slug_category"
"89","Very trustworthy","Somewhat easy",15,"This was surprisingly confusing! Also sorry for making a small mistake in the ""sunflower"" image. Grammarly autocorrected my misspelt ""sunflower"" into ""sunflow"" I believe haha.",2020-05-12 13:22:26,"479","True","R_RFDXJY0aHghcMSJ","5e697944490eba2319fbfa0d","761587",1996,"Male","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",24,1,1,5,2,0.6,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.783333333333333,11.486,13,15,17,18,"sea slug","sea_slug_resp",1,7.695,"correct",1,1,1,1,1,"sea_slug_category"
"90","Somewhat trustworthy","Somewhat difficult",9,NA,2020-05-12 13:13:14,"1125","True","R_2agzaTu7TGHFDxw","5e80a367bb7aa40008e1b27f","916489",1994,"Female","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",26,0,0,4,4,0.36,1,0,0,0,0,0,1,1,0,1,0,1,1,NA,NA,NA,0.733333333333333,40.4699583333333,11,13,14,17,"sea slug","sea_slug_resp",0.8,13.048,"correct",1,1,1,1,1,"sea_slug_category"
"91","Somewhat trustworthy","Somewhat difficult",5,NA,2020-05-12 13:23:38,"502","True","R_3oGWvCh7oTSAnoL","5d9362daeca97b0018e833ff","884036",1992,"Male","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",28,1,1,4,4,0.2,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.775,14.4844583333333,14,14,16,21,"sea slug","sea_slug_resp",0.6,10.58,"correct",1,1,1,1,1,"sea_slug_category"
"92",NA,"Extremely difficult",NA,"fun survey - hardwire than it seemed",2020-05-12 13:26:02,"366","True","R_2tcg3xKQLV3nX1i","5ca8f9182089bc0001bfbde2","553979",1990,"Female","Some college","Control","Yes","Yes","Howler Monkey","Be Specific",30,0,0,NA,5,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.175,9.55425,0,1,6,10,"coral","sea_slug_resp",0.2,8.073,"synonym",0,0,1,1,1,"sea_slug_category"
"93","I don't know","Somewhat easy",15,NA,2020-05-12 13:26:00,"368","True","R_1isSdjGPpnEprTv","5d82181c9ad7940001529bf6","905588",2001,"Female","High School","1AI_bar","Yes","Yes","Howler Monkey","Be Generic",19,0,0,3,2,0.6,1,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,0.883333333333333,7.91583333333333,11,13,14,15,"sea slug","sea_slug_resp",1,6.33,"correct",1,1,1,1,1,"sea_slug_category"
"94","Somewhat trustworthy","Somewhat easy",13,NA,2020-05-12 13:19:42,"758","True","R_1oC3JqMIN8SXq0b","5e8ca738ef455e0354775b60","403535",2001,"Female","High School","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",19,0,0,4,2,0.52,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.641666666666667,25.4546666666667,9,13,15,17,"coral reef","sea_slug_resp",0.8,62.155,"category",0,0,0,0,1,"sea_slug_category"
"95","Somewhat untrustworthy","Somewhat difficult",20,"N/a",2020-05-12 13:21:19,"669","True","R_1jANYnr8sDxqRcn","567c1cc8b7d79a0012b273ef","740247",1996,"Male","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",24,1,1,2,4,0.8,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.583333333333333,23.005125,10,13,15,18,"sea slug","sea_slug_resp",0.6,10.859,"correct",1,1,1,1,1,"sea_slug_category"
"96","I don't know","Somewhat difficult",6,NA,2020-05-12 13:26:05,"399","True","R_1IEqsm3MiWGaaRW","5d5839887cf41b0001a06a3a","201507",1986,"Female","2 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",34,0,0,3,4,0.24,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.85,11.47225,8,10,11,19,"sea slug","sea_slug_resp",0.8,8.355,"correct",1,1,1,1,1,"sea_slug_category"
"97","Somewhat trustworthy","I don't know",25,NA,2020-05-12 13:27:53,"305","True","R_sBFArkGAravyATL","5bca53b93d893f0001befb42","556502",1970,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",50,1,0,4,3,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.991666666666667,9.01516666666667,9,12,13,18,"sea slug","sea_slug_resp",1,7.697,"correct",1,1,1,1,1,"sea_slug_category"
"98",NA,"Somewhat easy",NA,NA,2020-05-12 13:27:57,"335","True","R_1obuUpbf8osTB1Y","5d94c1caa30ddc001bd0072a","8044",1997,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",23,1,0,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0.758333333333333,10.5924583333333,1,4,6,14,"ocean","sea_slug_resp",0.4,6.902,"category",0,0,0,0,1,"sea_slug_category"
"99","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:27:58,"367","True","R_3qDTQ9QewSkLloM","58c4ff360f0c150001ed45a4","800352",1989,"Female","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",31,0,0,4,2,0.4,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.675,10.2012916666667,11,15,17,21,"sea cucumber","sea_slug_resp",0.2,10.479,"synonym",0,0,1,1,1,"sea_slug_category"
"100","Somewhat untrustworthy","Somewhat difficult",15,NA,2020-05-12 13:28:46,"332","True","R_zUKCTIAz8VyFsQN","5e8f95d77baa1110da1e28a7","826019",2001,"Male","Some college","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",19,0,1,2,4,0.6,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.758333333333333,9.75866666666667,15,17,19,20,"sea slug","sea_slug_resp",0.6,5.439,"correct",1,1,1,1,1,"sea_slug_category"
"101","I don't know","Somewhat difficult",1,NA,2020-05-12 13:16:34,"1067","True","R_1odMEMsCmPRavQM","5e85e6450b33b41e071d68df","898699",1995,"Female","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",25,0,0,3,4,0.04,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.541666666666667,29.6045,9,12,14,18,"coral reef","sea_slug_resp",0.6,21.137,"category",0,0,0,0,1,"sea_slug_category"
"102","Somewhat trustworthy","Somewhat difficult",5,NA,2020-05-12 13:29:57,"276","True","R_3Rfu6X9g8got3F4","5c7f936d571d310016278d4b","492810",1991,"Male","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",29,1,1,4,4,0.2,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.408333333333333,7.39966666666667,16,18,19,20,"sea slug","sea_slug_resp",0.4,7.172,"correct",1,1,1,1,1,"sea_slug_category"
"103","Somewhat untrustworthy","Somewhat easy",23,"none",2020-05-12 13:27:11,"447","True","R_3EGB1ErEWWDuZuq","5915e5c6405db80001f30ff1","770523",1986,"Female","High School","1AI_bar","Yes","Yes","Howler Monkey","With All Possible Options",34,0,0,2,2,0.92,1,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,0.583333333333333,9.5655,12,13,14,16,"sea slug","sea_slug_resp",0.4,6.058,"correct",1,1,1,1,1,"sea_slug_category"
"104","Somewhat untrustworthy","Somewhat difficult",17,NA,2020-05-12 13:26:28,"511","True","R_1ruLE6T9b98Sag9","5dce931d3090dd0f759b5a3c","192463",1967,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",53,1,0,2,4,0.68,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.741666666666667,16.9519166666667,14,19,20,21,"coral","sea_slug_resp",0.4,20.65,"synonym",0,0,1,1,1,"sea_slug_category"
"105","Somewhat untrustworthy","Somewhat easy",10,NA,2020-05-12 13:25:46,"555","True","R_3FPuX6K4zkge8g0","5ccd2937a6c9f90001a77dc2","547116",1985,"Male","Some college","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",35,0,1,2,2,0.4,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.691666666666667,16.2381666666667,12,15,17,20,"coral reef","sea_slug_resp",0.8,11.94,"category",0,0,0,0,1,"sea_slug_category"
"106","I don't know","Somewhat easy",12,NA,2020-05-12 13:28:17,"407","True","R_Wx6C3X4v8wtlrP3","5eb031acf88798083686548a","601652",2002,"Male","High School","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",18,0,1,3,2,0.48,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.625,11.7914583333333,10,12,13,17,"coral reef","sea_slug_resp",0.4,11.674,"category",0,0,0,0,1,"sea_slug_category"
"107","Somewhat untrustworthy","Somewhat easy",7,NA,2020-05-12 13:29:08,"363","True","R_2vjO3vsao5kpJey","5ba65f5f60f3d50001698f04","163953",1995,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",25,1,0,2,2,0.28,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.841666666666667,9.737625,10,10,11,17,"sea slug","sea_slug_resp",0.2,13.656,"correct",1,1,1,1,1,"sea_slug_category"
"108","Somewhat trustworthy","Somewhat difficult",8,"Too many were obscure or confusing, or too hard to see",2020-05-12 13:25:17,"599","True","R_XjMIy2ib8jzDwwp","5e3f6e7dc055be1c556c3318","202992",1999,"Male","High School","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",21,0,1,4,4,0.32,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.633333333333333,19.47625,11,16,17,18,"sea slug","sea_slug_resp",1,8.902,"correct",1,1,1,1,1,"sea_slug_category"
"109","Somewhat trustworthy","Somewhat easy",2,NA,2020-05-12 13:30:42,"277","True","R_2YzFtbgUwe6iU9S","5dcfc43682569a0d3a00cb3a","379929",1986,"Female","4 year degree","1AI_nobar","Yes","Yes","Spider Monkey","Be Specific",34,1,0,4,2,0.08,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0.775,8.46804166666667,7,8,10,17,"seaslug","sea_slug_resp",1,6.746,"correct",1,1,1,1,1,"sea_slug_category"
"110",NA,"Somewhat easy",NA,"This was an interesting survey to complete",2020-05-12 13:22:34,"782","True","R_1P4OQ7esjhs9f1J","5d8241bcca0c110001de6b74","24772",1985,"Female","Some college","Control","Yes","Yes","Howler Monkey","Be Specific",35,0,0,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.733333333333333,24.9669583333333,10,13,14,21,"sea anemone","sea_slug_resp",0.6,65.306,"synonym",0,0,1,1,1,"sea_slug_category"
